약품명,업체명,규격,전문일반구분,특수관리약품구분,ATC코드,품목기준코드,운전위험등급,매칭성분,약물분류
넥스팜바클로펜정10밀리그람,(주)넥스팜코리아,10밀리그램,전문의약품,해당사항없음,,199904762.0,운전위험,바클로펜,근육이완제
넥스팜바클로펜정20밀리그람(수출용),(주)넥스팜코리아,20밀리그램,전문의약품,해당사항없음,M03BX01,199904761.0,운전위험,바클로펜,근육이완제
넥스팜바클로펜정5밀리그람,(주)넥스팜코리아,5밀리그램,전문의약품,해당사항없음,,199904763.0,운전위험,바클로펜,근육이완제
넥쿨연질캡슐,보람제약(주),82밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
넥쿨연질캡슐,제뉴파마,82밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
넬슨가바펜틴캡슐(가바펜틴),한국넬슨제약(주),300밀리그램,전문의약품,해당사항없음,N02BF01,200502012.0,운전위험,가바펜틴,항전간제
넬슨가바펜틴캡슐100밀리그램,한국넬슨제약(주),100밀리그램,전문의약품,해당사항없음,N02BF01,202001491.0,운전위험,가바펜틴,항전간제
넬슨메토카르바몰주(메토카르바몰),한국넬슨제약(주),5밀리리터,전문의약품,해당사항없음,M03BA03,200201910.0,운전위험,메토카르바몰,근육이완제
넬슨에페리손정(에페리손염산염),한국넬슨제약(주),50밀리그램,전문의약품,해당사항없음,M03BX09,200401233.0,운전위험,에페리손,근육이완제
넬슨프레가발린캡슐150mg(프레가발린),한국넬슨제약(주),150밀리그램,전문의약품,해당사항없음,N02BF02,201603533.0,운전위험,프레가발린,항전간제
넬슨프레가발린캡슐75mg(프레가발린),한국넬슨제약(주),75밀리그램,전문의약품,해당사항없음,N02BF02,201603532.0,운전위험,프레가발린,항전간제
노베코푸시럽,대화제약(주),없음,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
노즈엔쿨점비액,광동제약(주),없음,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
노즈쿨점비액,신일제약(주),18밀리리터,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
노코푸정,대화제약(주),2.5밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
노통펜쿨정,아남제약,500밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
노통펜쿨정(수출용),(주)마더스제약,500밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
노펜24쿨플라스타(디클로페낙나트륨),제이더블유중외제약(주),15밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
노펜첩부제(플루르비프로펜),제이더블유중외제약(주),20밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
노펜쿨정(수출용),케이엠에스제약(주),500밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
노펜하이카타플라스마(플루르비프로펜),제이더블유중외제약(주),20밀리그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
녹십자엘멘톨카타플라스마(수출용:스킨베스트쿨패취페르나톤쿨패취),(주)녹십자,20그램,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
"누네톡점안액(순),&nbsp;누네톡점안액(쿨),&nbsp;누네톡점안액(쿨하이)",(주)바이넥스,14밀리리터,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
누네톡점안액(쿨),(주)바이넥스,14밀리리터,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
누네톡점안액(쿨하이),(주)바이넥스,14밀리리터,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
눈앤쿨점안액0.6%(카르복시메틸셀룰로오스나트륨)(1회용),한미약품(주),0.5밀리리터,일반의약품,해당사항없음,,,운전위험,감기약(복합제),감기약/진해거담제
뉴가바캡슐100밀리그람(가바펜틴),하나제약(주),100밀리그램,전문의약품,해당사항없음,N02BF01,200701335.0,운전위험,가바펜틴,항전간제
뉴가바캡슐300밀리그람(가바펜틴),하나제약(주),300밀리그램,전문의약품,해당사항없음,N02BF01,200502089.0,운전위험,가바펜틴,항전간제
뉴가틴엠캡슐100mg(가바펜틴),(주)마더스제약,100밀리그램,전문의약품,해당사항없음,N02BF01,201905555.0,운전위험,가바펜틴,항전간제
뉴가틴엠캡슐300mg(가바펜틴),(주)마더스제약,300밀리그램,전문의약품,해당사항없음,N02BF01,201905554.0,운전위험,가바펜틴,항전간제
뉴가틴캡슐(가바펜틴),광동제약(주),300밀리그램,전문의약품,해당사항없음,N02BF01,200502318.0,운전위험,가바펜틴,항전간제
뉴가펜캡슐300밀리그램(가바펜틴),(주)셀릭스,300밀리그램,전문의약품,해당사항없음,N02BF01,201404459.0,운전위험,가바펜틴,항전간제
뉴라틴캡슐100mg(가바펜틴),경방신약(주),100밀리그램,전문의약품,해당사항없음,N02BF01,202000805.0,운전위험,가바펜틴,항전간제
뉴라틴캡슐300mg(가바펜틴),경방신약(주),300밀리그램,전문의약품,해당사항없음,N02BF01,202000804.0,운전위험,가바펜틴,항전간제
뉴렉산정(메토카르바몰),대화제약(주),250밀리그램,전문의약품,해당사항없음,M03BA03,200402131.0,운전위험,메토카르바몰,근육이완제
뉴렙톨정800밀리그램(가바펜틴),환인제약(주),800밀리그램,전문의약품,해당사항없음,N02BF01,200501238.0,운전위험,가바펜틴,항전간제
뉴렙톨캡슐100밀리그램(가바펜틴),환인제약(주),100밀리그램,전문의약품,해당사항없음,N02BF01,200401328.0,운전위험,가바펜틴,항전간제
뉴렙톨캡슐300밀리그램(가바펜틴),환인제약(주),300밀리그램,전문의약품,해당사항없음,N02BF01,200300985.0,운전위험,가바펜틴,항전간제
뉴로가바캡슐(가바펜틴),대화제약(주),300밀리그램,전문의약품,해당사항없음,N02BF01,201501950.0,운전위험,가바펜틴,항전간제
뉴로가발린캡슐150밀리그램(프레가발린),(주)마더스제약,150밀리그램,전문의약품,해당사항없음,N02BF02,201502967.0,운전위험,프레가발린,항전간제
뉴로가발린캡슐25밀리그램(프레가발린),(주)마더스제약,25밀리그램,전문의약품,해당사항없음,N02BF02,202003709.0,운전위험,프레가발린,항전간제
뉴로가발린캡슐50밀리그램(프레가발린),(주)마더스제약,50밀리그램,전문의약품,해당사항없음,N02BF02,202003710.0,운전위험,프레가발린,항전간제
뉴로가발린캡슐75밀리그램(프레가발린),(주)마더스제약,75밀리그램,전문의약품,해당사항없음,N02BF02,201502966.0,운전위험,프레가발린,항전간제
뉴로가펜캡슐100밀리그램(가바펜틴),(주)셀트리온제약,100밀리그램,전문의약품,해당사항없음,N02BF01,201601646.0,운전위험,가바펜틴,항전간제
뉴로가펜캡슐300밀리그램(가바펜틴),(주)셀트리온제약,300밀리그램,전문의약품,해당사항없음,N02BF01,201901590.0,운전위험,가바펜틴,항전간제
뉴로가펜캡슐400밀리그램(가바펜틴),(주)셀트리온제약,400밀리그램,전문의약품,해당사항없음,N02BF01,201601645.0,운전위험,가바펜틴,항전간제
뉴로고펜캡슐300밀리그람(가바펜틴),고려제약(주),300밀리그램,전문의약품,해당사항없음,N02BF01,200402136.0,운전위험,가바펜틴,항전간제
뉴로닌정800밀리그램(가바펜틴),(주)메디카코리아,800밀리그램,전문의약품,해당사항없음,N02BF01,200706035.0,운전위험,가바펜틴,항전간제
뉴로닌캡슐100밀리그람(가바펜틴),(주)메디카코리아,100밀리그램,전문의약품,해당사항없음,N02BF01,200501251.0,운전위험,가바펜틴,항전간제
뉴로닌캡슐100밀리그램(가바펜틴),(주)메디카코리아,100밀리그램,전문의약품,해당사항없음,N02BF01,200501251.0,운전위험,가바펜틴,항전간제
뉴로닌캡슐300밀리그램(가바펜틴),(주)메디카코리아,300밀리그램,전문의약품,해당사항없음,N02BF01,200501265.0,운전위험,가바펜틴,항전간제
뉴로발린캡슐150mg(프레가발린),(주)화이트생명과학,150밀리그램,전문의약품,해당사항없음,N02BF02,201901934.0,운전위험,프레가발린,항전간제
뉴로발린캡슐300밀리그램(프레가발린),(주)화이트생명과학,300밀리그램,전문의약품,해당사항없음,N02BF02,202009425.0,운전위험,프레가발린,항전간제
뉴로발린캡슐75mg(프레가발린),(주)화이트생명과학,75밀리그램,전문의약품,해당사항없음,N02BF02,201901933.0,운전위험,프레가발린,항전간제
뉴로스캡슐(가바펜틴),(주)팜젠사이언스,300밀리그램,전문의약품,해당사항없음,N02BF01,200402483.0,운전위험,가바펜틴,항전간제
뉴로스캡슐100밀리그람(가바펜틴),(주)팜젠사이언스,100밀리그램,전문의약품,해당사항없음,N02BF01,200502030.0,운전위험,가바펜틴,항전간제
뉴로스타캡슐(가바펜틴),한올바이오파마(주),300밀리그램,전문의약품,해당사항없음,N02BF01,200500447.0,운전위험,가바펜틴,항전간제
뉴로인캡슐(가바펜틴),(주)휴온스,300밀리그램,전문의약품,해당사항없음,N02BF01,200502627.0,운전위험,가바펜틴,항전간제
뉴로자핀오디정10밀리그램(올란자핀),명인제약(주),10밀리그램,전문의약품,해당사항없음,N05AH03,201306019.0,운전위험,올란자핀,항정신병제
뉴로자핀정10밀리그램(올란자핀),명인제약(주),10밀리그램,전문의약품,해당사항없음,N05AH03,201002395.0,운전위험,올란자핀,항정신병제
뉴로자핀정2.5밀리그램(올란자핀),명인제약(주),2.5밀리그램,전문의약품,해당사항없음,N05AH03,201002396.0,운전위험,올란자핀,항정신병제
뉴로자핀정5밀리그램(올란자핀),명인제약(주),5밀리그램,전문의약품,해당사항없음,N05AH03,200809388.0,운전위험,올란자핀,항정신병제
뉴로카바-피지캡슐150밀리그램(프레가발린),삼진제약(주),150밀리그램,전문의약품,해당사항없음,N02BF02,201108886.0,운전위험,프레가발린,항전간제
뉴로카바-피지캡슐75밀리그램(프레가발린),삼진제약(주),75밀리그램,전문의약품,해당사항없음,N02BF02,201108892.0,운전위험,프레가발린,항전간제
뉴로카바정600밀리그람(가바펜틴),삼진제약(주),600밀리그램,전문의약품,해당사항없음,,200606307.0,운전위험,가바펜틴,항전간제
뉴로카바캡슐(가바펜틴),삼진제약(주),300밀리그램,전문의약품,해당사항없음,N02BF01,200401738.0,운전위험,가바펜틴,항전간제
뉴로카바캡슐100밀리그램(가바펜틴),삼진제약(주),100밀리그램,전문의약품,해당사항없음,N02BF01,200501569.0,운전위험,가바펜틴,항전간제
뉴로카바피지캡슐25밀리그램(프레가발린),삼진제약(주),25밀리그램,전문의약품,해당사항없음,N02BF02,201804987.0,운전위험,프레가발린,항전간제
뉴로카바피지캡슐300밀리그램(프레가발린),삼진제약(주),300밀리그램,전문의약품,해당사항없음,N02BF02,201708174.0,운전위험,프레가발린,항전간제
뉴로카바피지캡슐50밀리그램(프레가발린),삼진제약(주),50밀리그램,전문의약품,해당사항없음,N02BF02,201804988.0,운전위험,프레가발린,항전간제
뉴로캅캡슐150mg(프레가발린),삼아제약(주),150밀리그램,전문의약품,해당사항없음,N02BF02,201109148.0,운전위험,프레가발린,항전간제
뉴로캅캡슐150밀리그램(프레가발린),삼아제약(주),150밀리그램,전문의약품,해당사항없음,N02BF02,201109148.0,운전위험,프레가발린,항전간제
뉴로캅캡슐75mg(프레가발린),삼아제약(주),75밀리그램,전문의약품,해당사항없음,N02BF02,201109147.0,운전위험,프레가발린,항전간제
뉴로캅캡슐75밀리그램(프레가발린),삼아제약(주),75밀리그램,전문의약품,해당사항없음,N02BF02,201109147.0,운전위험,프레가발린,항전간제
뉴로큅정0.25밀리그램(로피니롤염산염),삼일제약(주),0.25밀리그램,전문의약품,해당사항없음,N04BC04,200907803.0,운전위험,로피니롤,파킨슨병치료제
뉴로큅정1밀리그램(로피니롤염산염),삼일제약(주),1밀리그램,전문의약품,해당사항없음,N04BC04,200805950.0,운전위험,로피니롤,파킨슨병치료제
